Order Id,Order Item Quantity,Product Price,Order Item Product Price,Order Item Total,Order Item Discount,Order Item Discount Rate
75809,1,327.75,327.75,294.980011,32.77999878,0.100000001
75808,1,327.75,327.75,288.4200134,39.33000183,0.119999997
75807,1,327.75,327.75,285.1400146,42.61000061,0.129999995
75806,1,327.75,327.75,278.5899963,49.15999985,0.150000006
75805,1,327.75,327.75,275.3099976,52.43999863,0.159999996
75804,1,327.75,327.75,272.0299988,55.72000122,0.170000002
75803,1,327.75,327.75,268.7600098,59.0,0.180000007
75802,1,327.75,327.75,262.2000122,65.55000305,0.200000003
75801,1,327.75,327.75,245.8099976,81.94000244,0.25
75800,1,327.75,327.75,327.75,0.0,0.0
75799,1,327.75,327.75,324.4700012,3.279999971,0.01
75798,1,327.75,327.75,321.2000122,6.559999943,0.02
75797,1,327.75,327.75,317.9200134,9.829999924,0.029999999
5895,3,50.0,50.0,120.0,30.0,0.200000003
3130,3,50.0,50.0,112.5,37.5,0.25
49521,3,99.98999786,99.98999786,254.9700012,45.0,0.150000006
30305,3,39.99000168,39.99000168,113.9700012,6.0,0.050000001
50054,3,99.98999786,99.98999786,254.9700012,45.0,0.150000006
27772,3,59.99000168,59.99000168,178.1699982,1.799999952,0.01
47752,3,59.99000168,59.99000168,172.7700043,7.199999809,0.039999999
31296,3,59.99000168,59.99000168,170.0700073,9.899999619,0.059999999
22076,3,59.99000168,59.99000168,163.7700043,16.20000076,0.090000004
25665,3,59.99000168,59.99000168,152.9700012,27.0,0.150000006
31296,3,50.0,50.0,150.0,0.0,0.0
22819,3,39.99000168,39.99000168,95.98000336,23.98999977,0.200000003
27099,3,21.98999977,21.98999977,65.30999756,0.660000026,0.01
28292,3,15.98999977,15.98999977,35.97999954,11.98999977,0.25
39159,3,59.99000168,59.99000168,156.5700073,23.39999962,0.129999995
32090,3,44.99000168,44.99000168,114.7200012,20.25,0.150000006
34631,3,99.98999786,99.98999786,293.9700012,6.0,0.02
37669,3,99.98999786,99.98999786,278.9700012,21.0,0.07
37669,3,59.99000168,59.99000168,152.9700012,27.0,0.150000006
34773,3,50.0,50.0,145.5,4.5,0.029999999
40085,3,50.0,50.0,139.5,10.5,0.07
47262,4,99.98999786,99.98999786,335.9700012,63.99000168,0.159999996
44771,4,31.98999977,31.98999977,122.8399963,5.119999886,0.039999999
13890,4,99.98999786,99.98999786,395.9599915,4.0,0.01
17071,4,31.98999977,31.98999977,126.6800003,1.279999971,0.01
11321,4,99.98999786,99.98999786,391.9599915,8.0,0.02
64813,4,59.99000168,59.99000168,227.9600067,12.0,0.050000001
17162,4,59.99000168,59.99000168,201.5700073,38.38999939,0.159999996
12827,4,59.99000168,59.99000168,201.5700073,38.38999939,0.159999996
11936,4,50.0,50.0,200.0,0.0,0.0
68337,4,39.99000168,39.99000168,156.7599945,3.200000048,0.02
45746,4,50.0,50.0,190.0,10.0,0.050000001
64813,4,50.0,50.0,189.0,11.0,0.059999999
13736,4,50.0,50.0,186.0,14.0,0.07
49622,4,39.99000168,39.99000168,145.5599976,14.39999962,0.090000004
19444,4,50.0,50.0,180.0,20.0,0.100000001
63936,4,39.99000168,39.99000168,127.9700012,31.98999977,0.200000003
49622,4,24.98999977,24.98999977,84.97000122,14.98999977,0.150000006
51911,4,99.98999786,99.98999786,395.9599915,4.0,0.01
58239,4,99.98999786,99.98999786,339.9700012,59.99000168,0.150000006
56678,4,99.98999786,99.98999786,335.9700012,63.99000168,0.159999996
53202,4,59.99000168,59.99000168,239.9600067,0.0,0.0
58738,4,59.99000168,59.99000168,203.9700012,35.99000168,0.150000006
56260,4,59.99000168,59.99000168,201.5700073,38.38999939,0.159999996
5042,4,50.0,50.0,189.0,11.0,0.059999999
53202,4,39.99000168,39.99000168,135.9700012,23.98999977,0.150000006
55511,4,50.0,50.0,170.0,30.0,0.150000006
54128,4,51.99000168,51.99000168,203.8000031,4.159999847,0.02
21244,4,24.98999977,24.98999977,94.45999908,5.5,0.059999999
47752,4,59.99000168,59.99000168,227.9600067,12.0,0.050000001
31239,4,59.99000168,59.99000168,215.9600067,24.0,0.100000001
45772,4,59.99000168,59.99000168,196.7700043,43.18999863,0.180000007
24661,4,39.99000168,39.99000168,153.5599976,6.400000095,0.039999999
50054,4,50.0,50.0,192.0,8.0,0.039999999
22924,4,39.99000168,39.99000168,151.9600067,8.0,0.050000001
21902,4,50.0,50.0,189.0,11.0,0.059999999
21534,4,39.99000168,39.99000168,131.1699982,28.79000092,0.180000007
45461,4,50.0,50.0,164.0,36.0,0.180000007
24160,4,24.98999977,24.98999977,95.95999908,4.0,0.039999999
39159,4,50.0,50.0,166.0,34.0,0.170000002
32102,4,31.98999977,31.98999977,126.6800003,1.279999971,0.01
37763,4,59.99000168,59.99000168,208.7700043,31.19000053,0.129999995
37867,4,59.99000168,59.99000168,191.9700012,47.99000168,0.200000003
31905,4,59.99000168,59.99000168,179.9700012,59.99000168,0.25
36269,4,59.99000168,59.99000168,179.9700012,59.99000168,0.25
37867,4,59.99000168,59.99000168,179.9700012,59.99000168,0.25
40085,4,39.99000168,39.99000168,145.5599976,14.39999962,0.090000004
40085,4,50.0,50.0,170.0,30.0,0.150000006
48374,5,99.98999786,99.98999786,434.9599915,64.98999786,0.129999995
48434,5,50.0,50.0,227.5,22.5,0.090000004
17719,5,99.98999786,99.98999786,499.9500122,0.0,0.0
15766,5,99.98999786,99.98999786,439.9599915,59.99000168,0.119999997
12179,5,59.99000168,59.99000168,290.9500122,9.0,0.029999999
66275,5,59.99000168,59.99000168,248.9600067,50.99000168,0.170000002
13140,5,59.99000168,59.99000168,248.9600067,50.99000168,0.170000002
16444,5,59.99000168,59.99000168,245.9600067,53.99000168,0.180000007
15766,5,39.99000168,39.99000168,195.9499969,4.0,0.02
65030,5,50.0,50.0,227.5,22.5,0.090000004
14454,5,50.0,50.0,225.0,25.0,0.100000001
13736,5,50.0,50.0,225.0,25.0,0.100000001
67979,5,39.99000168,39.99000168,179.9600067,20.0,0.100000001
65030,5,50.0,50.0,225.0,25.0,0.100000001
66275,5,50.0,50.0,212.5,37.5,0.150000006
65264,5,50.0,50.0,212.5,37.5,0.150000006
11936,5,70.0,70.0,290.5,59.5,0.170000002
13890,5,50.0,50.0,205.0,45.0,0.180000007
51226,5,19.98999977,19.98999977,96.94999695,3.0,0.029999999
52576,5,50.0,50.0,240.0,10.0,0.039999999
53202,5,31.98999977,31.98999977,158.3500061,1.600000024,0.01
67753,1,399.9899902,399.9899902,351.9899902,48.0,0.119999997
15421,1,99.98999786,99.98999786,86.98999786,13.0,0.129999995
13225,1,27.98999977,27.98999977,23.51000023,4.480000019,0.159999996
71362,1,461.480011,461.480011,461.480011,0.0,0.0
13232,1,129.9900055,129.9900055,129.9900055,0.0,0.0
67753,1,299.9899902,299.9899902,299.9899902,0.0,0.0
68879,1,129.9900055,129.9900055,129.9900055,0.0,0.0
65487,1,129.9900055,129.9900055,129.9900055,0.0,0.0
65105,1,129.9900055,129.9900055,129.9900055,0.0,0.0
14837,1,129.9900055,129.9900055,129.9900055,0.0,0.0
46224,1,59.99000168,59.99000168,59.38999939,0.600000024,0.01
71217,1,461.480011,461.480011,456.8699951,4.610000134,0.01
63972,1,129.9900055,129.9900055,128.6900024,1.299999952,0.01
19200,1,129.9900055,129.9900055,128.6900024,1.299999952,0.01
18009,1,129.9900055,129.9900055,128.6900024,1.299999952,0.01
10831,1,129.9900055,129.9900055,128.6900024,1.299999952,0.01
68107,1,129.9900055,129.9900055,128.6900024,1.299999952,0.01
15421,1,129.9900055,129.9900055,128.6900024,1.299999952,0.01
71271,1,461.480011,461.480011,456.8699951,4.610000134,0.01
68879,1,129.9900055,129.9900055,128.6900024,1.299999952,0.01
65487,1,129.9900055,129.9900055,128.6900024,1.299999952,0.01
16953,1,129.9900055,129.9900055,128.6900024,1.299999952,0.01
49664,1,59.99000168,59.99000168,58.79000092,1.200000048,0.02
16446,1,129.9900055,129.9900055,127.3899994,2.599999905,0.02
10831,1,129.9900055,129.9900055,127.3899994,2.599999905,0.02
14960,1,59.99000168,59.99000168,58.79000092,1.200000048,0.02
18005,1,129.9900055,129.9900055,126.0899963,3.900000095,0.029999999
10831,1,129.9900055,129.9900055,126.0899963,3.900000095,0.029999999
12804,1,59.99000168,59.99000168,58.18999863,1.799999952,0.029999999
14651,1,129.9900055,129.9900055,126.0899963,3.900000095,0.029999999
10990,1,129.9900055,129.9900055,126.0899963,3.900000095,0.029999999
65609,1,129.9900055,129.9900055,124.7900009,5.199999809,0.039999999
17878,1,129.9900055,129.9900055,124.7900009,5.199999809,0.039999999
16998,1,129.9900055,129.9900055,124.7900009,5.199999809,0.039999999
13970,1,129.9900055,129.9900055,124.7900009,5.199999809,0.039999999
10990,1,129.9900055,129.9900055,124.7900009,5.199999809,0.039999999
13614,1,59.99000168,59.99000168,56.99000168,3.0,0.050000001
44388,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
13050,1,59.99000168,59.99000168,56.68999863,3.299999952,0.059999999
12613,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
66587,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
62795,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
18950,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
19610,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
65011,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
19380,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
65005,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
20085,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
18245,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
17810,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
19817,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
10444,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
64637,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
15269,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
14064,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
14551,1,59.99000168,59.99000168,53.99000168,6.0,0.100000001
12698,1,59.99000168,59.99000168,53.99000168,6.0,0.100000001
47758,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
68220,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
14730,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
66411,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
12535,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
67712,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
18593,1,129.9900055,129.9900055,113.0899963,16.89999962,0.129999995
17909,1,129.9900055,129.9900055,113.0899963,16.89999962,0.129999995
16302,1,129.9900055,129.9900055,113.0899963,16.89999962,0.129999995
14730,1,129.9900055,129.9900055,113.0899963,16.89999962,0.129999995
13343,1,129.9900055,129.9900055,113.0899963,16.89999962,0.129999995
62117,1,59.99000168,59.99000168,52.18999863,7.800000191,0.129999995
62637,1,129.9900055,129.9900055,113.0899963,16.89999962,0.129999995
67845,1,129.9900055,129.9900055,113.0899963,16.89999962,0.129999995
67712,1,129.9900055,129.9900055,113.0899963,16.89999962,0.129999995
11209,1,129.9900055,129.9900055,113.0899963,16.89999962,0.129999995
41494,1,59.99000168,59.99000168,50.99000168,9.0,0.150000006
18593,1,129.9900055,129.9900055,110.4899979,19.5,0.150000006
13343,1,129.9900055,129.9900055,110.4899979,19.5,0.150000006
62637,1,129.9900055,129.9900055,110.4899979,19.5,0.150000006
70044,1,357.1000061,357.1000061,303.5400085,53.5699997,0.150000006
67753,1,129.9900055,129.9900055,110.4899979,19.5,0.150000006
16617,1,129.9900055,129.9900055,110.4899979,19.5,0.150000006
14574,1,129.9900055,129.9900055,110.4899979,19.5,0.150000006
12698,1,129.9900055,129.9900055,110.4899979,19.5,0.150000006
15599,1,129.9900055,129.9900055,109.1900024,20.79999924,0.159999996
13343,1,129.9900055,129.9900055,109.1900024,20.79999924,0.159999996
20072,1,129.9900055,129.9900055,109.1900024,20.79999924,0.159999996
12323,1,59.99000168,59.99000168,50.38999939,9.600000381,0.159999996
71295,1,461.480011,461.480011,387.6400146,73.83999634,0.159999996
66351,1,129.9900055,129.9900055,109.1900024,20.79999924,0.159999996
12698,1,129.9900055,129.9900055,109.1900024,20.79999924,0.159999996
44148,1,129.9900055,129.9900055,107.8899994,22.10000038,0.170000002
53540,5,59.99000168,59.99000168,283.4500122,16.5,0.059999999
53069,5,59.99000168,59.99000168,272.9500122,27.0,0.090000004
57570,5,59.99000168,59.99000168,269.9599915,30.0,0.100000001
5154,5,59.99000168,59.99000168,263.9599915,35.99000168,0.119999997
9122,5,59.99000168,59.99000168,263.9599915,35.99000168,0.119999997
4427,5,59.99000168,59.99000168,260.9599915,38.99000168,0.129999995
9340,5,59.99000168,59.99000168,254.9600067,44.99000168,0.150000006
9331,5,59.99000168,59.99000168,251.9600067,47.99000168,0.159999996
58315,5,59.99000168,59.99000168,248.9600067,50.99000168,0.170000002
54572,5,59.99000168,59.99000168,224.9600067,74.98999786,0.25
51746,5,39.99000168,39.99000168,199.9499969,0.0,0.0
4269,5,50.0,50.0,250.0,0.0,0.0
61346,5,39.99000168,39.99000168,199.9499969,0.0,0.0
1999,5,50.0,50.0,247.5,2.5,0.01
53576,5,70.0,70.0,346.5,3.5,0.01
57152,5,50.0,50.0,245.0,5.0,0.02
51674,5,25.0,25.0,122.5,2.5,0.02
55336,5,39.99000168,39.99000168,195.9499969,4.0,0.02
53810,5,39.99000168,39.99000168,195.9499969,4.0,0.02
59301,5,50.0,50.0,240.0,10.0,0.039999999
8410,5,50.0,50.0,240.0,10.0,0.039999999
8123,5,50.0,50.0,240.0,10.0,0.039999999
60567,5,50.0,50.0,237.5,12.5,0.050000001
2203,5,50.0,50.0,236.25,13.75,0.059999999
3527,5,39.99000168,39.99000168,179.9600067,20.0,0.100000001
2428,5,39.99000168,39.99000168,173.9600067,25.98999977,0.129999995
55174,5,50.0,50.0,217.5,32.5,0.129999995
57032,5,50.0,50.0,217.5,32.5,0.129999995
10113,5,50.0,50.0,217.5,32.5,0.129999995
52250,5,50.0,50.0,212.5,37.5,0.150000006
8906,5,50.0,50.0,212.5,37.5,0.150000006
1386,5,39.99000168,39.99000168,169.9600067,29.98999977,0.150000006
59226,5,39.99000168,39.99000168,167.9600067,31.98999977,0.159999996
8847,5,50.0,50.0,210.0,40.0,0.159999996
57929,5,39.99000168,39.99000168,163.9600067,35.99000168,0.180000007
53505,5,50.0,50.0,200.0,50.0,0.200000003
55636,5,70.0,70.0,280.0,70.0,0.200000003
57128,5,47.99000168,47.99000168,239.9499969,0.0,0.0
8728,5,24.98999977,24.98999977,122.4499969,2.5,0.02
1105,5,47.99000168,47.99000168,230.3500061,9.600000381,0.039999999
1797,5,24.98999977,24.98999977,118.0800018,6.869999886,0.059999999
1634,5,24.98999977,24.98999977,113.6999969,11.25,0.090000004
53576,5,15.98999977,15.98999977,71.95999908,8.0,0.100000001
10113,5,24.98999977,24.98999977,104.9599991,19.98999977,0.159999996
6176,5,59.99000168,59.99000168,284.9500122,15.0,0.050000001
60460,5,59.99000168,59.99000168,272.9500122,27.0,0.090000004
580,5,59.99000168,59.99000168,269.9599915,30.0,0.100000001
56244,5,59.99000168,59.99000168,254.9600067,44.99000168,0.150000006
6522,5,59.99000168,59.99000168,245.9600067,53.99000168,0.180000007
58298,5,59.99000168,59.99000168,224.9600067,74.98999786,0.25
3625,5,39.99000168,39.99000168,193.9499969,6.0,0.029999999
52321,5,50.0,50.0,240.0,10.0,0.039999999
58896,5,50.0,50.0,225.0,25.0,0.100000001
5919,5,70.0,70.0,315.0,35.0,0.100000001
52772,5,50.0,50.0,220.0,30.0,0.119999997
9063,5,30.0,30.0,123.0,27.0,0.180000007
61419,5,50.0,50.0,200.0,50.0,0.200000003
5919,5,39.99000168,39.99000168,149.9600067,49.99000168,0.25
27742,5,99.98999786,99.98999786,449.9599915,50.0,0.100000001
24453,5,99.98999786,99.98999786,424.9599915,74.98999786,0.150000006
31145,5,99.98999786,99.98999786,374.9599915,124.9899979,0.25
30802,5,34.99000168,34.99000168,153.9600067,20.98999977,0.119999997
25875,5,31.98999977,31.98999977,159.9499969,0.0,0.0
30589,5,30.0,30.0,150.0,0.0,0.0
20931,5,99.98999786,99.98999786,474.9500122,25.0,0.050000001
45646,5,99.98999786,99.98999786,472.4500122,27.5,0.059999999
29731,5,99.98999786,99.98999786,464.9500122,35.0,0.07
42777,5,99.98999786,99.98999786,464.9500122,35.0,0.07
23886,5,99.98999786,99.98999786,414.9599915,84.98999786,0.170000002
43561,5,31.98999977,31.98999977,131.1600037,28.79000092,0.180000007
47846,5,99.98999786,99.98999786,399.9599915,99.98999786,0.200000003
21192,5,59.99000168,59.99000168,283.4500122,16.5,0.059999999
23156,5,59.99000168,59.99000168,283.4500122,16.5,0.059999999
22811,5,59.99000168,59.99000168,254.9600067,44.99000168,0.150000006
25418,5,59.99000168,59.99000168,254.9600067,44.99000168,0.150000006
47092,5,59.99000168,59.99000168,254.9600067,44.99000168,0.150000006
42658,5,59.99000168,59.99000168,254.9600067,44.99000168,0.150000006
23494,5,59.99000168,59.99000168,251.9600067,47.99000168,0.159999996
27316,5,59.99000168,59.99000168,248.9600067,50.99000168,0.170000002
20931,5,59.99000168,59.99000168,248.9600067,50.99000168,0.170000002
27555,5,59.99000168,59.99000168,245.9600067,53.99000168,0.180000007
28657,5,39.99000168,39.99000168,197.9499969,2.0,0.01
47011,5,50.0,50.0,247.5,2.5,0.01
47846,5,50.0,50.0,245.0,5.0,0.02
21973,5,39.99000168,39.99000168,191.9499969,8.0,0.039999999
50226,5,50.0,50.0,237.5,12.5,0.050000001
44617,5,50.0,50.0,237.5,12.5,0.050000001
21196,5,50.0,50.0,236.25,13.75,0.059999999
21193,5,50.0,50.0,232.5,17.5,0.07
26073,5,50.0,50.0,232.5,17.5,0.07
44425,4,99.98999786,99.98999786,331.9700012,67.98999786,0.170000002
49570,4,99.98999786,99.98999786,331.9700012,67.98999786,0.170000002
42099,4,59.99000168,59.99000168,218.3600006,21.60000038,0.090000004
47731,4,59.99000168,59.99000168,218.3600006,21.60000038,0.090000004
46062,4,59.99000168,59.99000168,211.1600037,28.79999924,0.119999997
44938,4,59.99000168,59.99000168,211.1600037,28.79999924,0.119999997
50688,4,59.99000168,59.99000168,203.9700012,35.99000168,0.150000006
49445,4,59.99000168,59.99000168,201.5700073,38.38999939,0.159999996
47938,4,39.99000168,39.99000168,158.3600006,1.600000024,0.01
45249,4,39.99000168,39.99000168,158.3600006,1.600000024,0.01
41874,4,50.0,50.0,194.0,6.0,0.029999999
41572,4,50.0,50.0,186.0,14.0,0.07
46062,4,50.0,50.0,180.0,20.0,0.100000001
41785,4,39.99000168,39.99000168,139.1699982,20.79000092,0.129999995
42971,4,39.99000168,39.99000168,139.1699982,20.79000092,0.129999995
44677,4,50.0,50.0,166.0,34.0,0.170000002
43266,4,50.0,50.0,166.0,34.0,0.170000002
50688,4,39.99000168,39.99000168,132.7700043,27.19000053,0.170000002
47917,4,50.0,50.0,164.0,36.0,0.180000007
48901,4,19.98999977,19.98999977,67.16999817,12.78999996,0.159999996
44265,4,44.99000168,44.99000168,170.9600067,9.0,0.050000001
41590,4,99.98999786,99.98999786,387.9599915,12.0,0.029999999
45987,4,59.99000168,59.99000168,191.9700012,47.99000168,0.200000003
44452,4,50.0,50.0,176.0,24.0,0.119999997
49218,4,39.99000168,39.99000168,139.1699982,20.79000092,0.129999995
47840,4,70.0,70.0,235.1999969,44.79999924,0.159999996
47493,4,39.99000168,39.99000168,131.1699982,28.79000092,0.180000007
45987,4,50.0,50.0,160.0,40.0,0.200000003
41590,4,51.99000168,51.99000168,205.8800049,2.079999924,0.01
64274,4,99.98999786,99.98999786,319.9700012,79.98999786,0.200000003
13298,4,59.99000168,59.99000168,235.1600037,4.800000191,0.02
62786,4,59.99000168,59.99000168,230.3600006,9.600000381,0.039999999
13939,4,59.99000168,59.99000168,211.1600037,28.79999924,0.119999997
46864,4,59.99000168,59.99000168,208.7700043,31.19000053,0.129999995
16590,4,59.99000168,59.99000168,196.7700043,43.18999863,0.180000007
62840,4,59.99000168,59.99000168,179.9700012,59.99000168,0.25
66959,4,50.0,50.0,198.0,2.0,0.01
63220,4,39.99000168,39.99000168,151.9600067,8.0,0.050000001
19642,4,50.0,50.0,189.0,11.0,0.059999999
65439,4,50.0,50.0,186.0,14.0,0.07
62840,4,50.0,50.0,180.0,20.0,0.100000001
17363,4,50.0,50.0,180.0,20.0,0.100000001
13298,4,39.99000168,39.99000168,143.9600067,16.0,0.100000001
18237,4,50.0,50.0,166.0,34.0,0.170000002
66958,4,39.99000168,39.99000168,131.1699982,28.79000092,0.180000007
66764,4,50.0,50.0,164.0,36.0,0.180000007
66764,4,50.0,50.0,160.0,40.0,0.200000003
48193,4,24.98999977,24.98999977,89.95999908,10.0,0.100000001
15231,4,24.98999977,24.98999977,90.95999908,9.0,0.090000004
10451,4,59.99000168,59.99000168,199.1699982,40.79000092,0.170000002
10459,4,99.98999786,99.98999786,399.9599915,0.0,0.0
64222,4,99.98999786,99.98999786,387.9599915,12.0,0.029999999
63907,4,99.98999786,99.98999786,383.9599915,16.0,0.039999999
19178,4,99.98999786,99.98999786,379.9599915,20.0,0.050000001
67046,4,99.98999786,99.98999786,379.9599915,20.0,0.050000001
65312,4,99.98999786,99.98999786,377.9599915,22.0,0.059999999
16436,4,99.98999786,99.98999786,363.9599915,36.0,0.090000004
11822,4,31.98999977,31.98999977,116.4400024,11.52000046,0.090000004
19528,4,99.98999786,99.98999786,359.9599915,40.0,0.100000001
49763,4,44.99000168,44.99000168,158.3600006,21.60000038,0.119999997
16013,4,99.98999786,99.98999786,351.9599915,48.0,0.119999997
17347,4,99.98999786,99.98999786,351.9599915,48.0,0.119999997
19496,4,99.98999786,99.98999786,347.9700012,51.99000168,0.129999995
62789,4,99.98999786,99.98999786,339.9700012,59.99000168,0.150000006
11674,4,99.98999786,99.98999786,335.9700012,63.99000168,0.159999996
67866,4,99.98999786,99.98999786,327.9700012,71.98999786,0.180000007
13599,4,99.98999786,99.98999786,319.9700012,79.98999786,0.200000003
10384,4,59.99000168,59.99000168,239.9600067,0.0,0.0
63115,4,59.99000168,59.99000168,239.9600067,0.0,0.0
63516,4,59.99000168,59.99000168,235.1600037,4.800000191,0.02
62086,4,59.99000168,59.99000168,232.7599945,7.199999809,0.029999999
62817,4,59.99000168,59.99000168,232.7599945,7.199999809,0.029999999
10856,4,59.99000168,59.99000168,230.3600006,9.600000381,0.039999999
14685,4,59.99000168,59.99000168,230.3600006,9.600000381,0.039999999
66229,4,59.99000168,59.99000168,230.3600006,9.600000381,0.039999999
14924,4,59.99000168,59.99000168,230.3600006,9.600000381,0.039999999
49839,4,59.99000168,59.99000168,230.3600006,9.600000381,0.039999999
12393,4,59.99000168,59.99000168,226.7599945,13.19999981,0.059999999
65898,4,59.99000168,59.99000168,226.7599945,13.19999981,0.059999999
64599,4,59.99000168,59.99000168,223.1600037,16.79999924,0.07
65370,4,59.99000168,59.99000168,223.1600037,16.79999924,0.07
19732,4,59.99000168,59.99000168,218.3600006,21.60000038,0.090000004
67549,4,59.99000168,59.99000168,218.3600006,21.60000038,0.090000004
67549,4,59.99000168,59.99000168,215.9600067,24.0,0.100000001
67866,4,59.99000168,59.99000168,211.1600037,28.79999924,0.119999997
67275,4,59.99000168,59.99000168,211.1600037,28.79999924,0.119999997
46863,4,59.99000168,59.99000168,203.9700012,35.99000168,0.150000006
62306,4,59.99000168,59.99000168,203.9700012,35.99000168,0.150000006
10451,4,59.99000168,59.99000168,201.5700073,38.38999939,0.159999996
18213,4,59.99000168,59.99000168,196.7700043,43.18999863,0.180000007
16863,4,59.99000168,59.99000168,196.7700043,43.18999863,0.180000007
24764,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
21522,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
26670,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
21971,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
76849,1,215.8200073,215.8200073,196.3999939,19.42000008,0.090000004
27357,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
29283,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
30724,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
74454,1,357.1000061,357.1000061,324.9599915,32.13999939,0.090000004
24558,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
24230,1,59.99000168,59.99000168,54.59000015,5.400000095,0.090000004
26821,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
23211,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
21868,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
47009,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
42271,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
50628,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
24764,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
21907,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
72442,1,210.8500061,210.8500061,189.7700043,21.09000015,0.100000001
27357,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
21966,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
31169,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
21906,1,59.99000168,59.99000168,53.99000168,6.0,0.100000001
72460,1,210.8500061,210.8500061,189.7700043,21.09000015,0.100000001
26861,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
76992,1,215.8200073,215.8200073,194.2400055,21.57999992,0.100000001
22792,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
24438,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
27957,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
26821,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
21868,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
47899,1,59.99000168,59.99000168,53.99000168,6.0,0.100000001
27918,1,59.99000168,59.99000168,52.79000092,7.199999809,0.119999997
22900,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
30997,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
26183,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
24314,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
21267,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
31169,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
30712,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
27207,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
76847,1,215.8200073,215.8200073,189.9199982,25.89999962,0.119999997
21906,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
21407,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
25050,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
24438,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
23807,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
21349,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
22224,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
49806,1,59.99000168,59.99000168,52.79000092,7.199999809,0.119999997
47044,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
41676,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
49598,1,129.9900055,129.9900055,114.3899994,15.60000038,0.119999997
42130,1,129.9900055,129.9900055,113.0899963,16.89999962,0.129999995
26036,1,59.99000168,59.99000168,52.18999863,7.800000191,0.129999995
