Order Id,Type,order date (DateOrders),Order Status,Order Customer Id,Order City,Order Country,Order State,Order Zipcode
45506,DEBIT,10/26/2016 6:25,COMPLETE,5687,Ikot Ekpene,Nigeria,Akwa Ibom,
45027,DEBIT,10/19/2016 6:36,COMPLETE,8534,Warri,Nigeria,Delta,
46308,DEBIT,11/6/2016 23:24,COMPLETE,3372,Bandundu,República Democrática del Congo,Bandundu,
43685,DEBIT,9/29/2016 16:27,COMPLETE,10927,Lagos,Nigeria,Lagos,
41893,DEBIT,9/3/2016 12:38,COMPLETE,3597,Foumban,Camerún,Ouest,
46339,DEBIT,11/7/2016 10:15,COMPLETE,2052,Luanda,Angola,Luanda,
46667,DEBIT,11/12/2016 5:10,COMPLETE,4399,Maiduguri,Nigeria,Borno,
47647,DEBIT,11/26/2016 12:30,COMPLETE,185,Nairobi,Kenia,Nairobi,
48565,DEBIT,12/9/2016 22:07,COMPLETE,3441,Kitwe,Zambia,Copperbelt,
43889,DEBIT,10/2/2016 15:55,COMPLETE,11947,Lagos,Nigeria,Lagos,
45138,DEBIT,10/20/2016 21:30,COMPLETE,1555,Nkongsamba,Camerún,Littoral,
44160,DEBIT,10/6/2016 14:51,COMPLETE,9399,Mbuji-mayi,República Democrática del Congo,Kasai Oriental,
49214,DEBIT,12/19/2016 9:30,COMPLETE,2792,Lome,Togo,Marítima,
41825,DEBIT,9/2/2016 12:48,COMPLETE,10118,Pretoria,SudAfrica,Gauteng,
44504,DEBIT,10/11/2016 15:22,COMPLETE,8544,Dakar,Senegal,Dakar,
44496,DEBIT,10/11/2016 12:34,COMPLETE,4296,Mahajanga,Madagascar,Boeny,
45559,DEBIT,10/27/2016 0:59,COMPLETE,4391,Lome,Togo,Marítima,
44074,DEBIT,10/5/2016 8:44,COMPLETE,2882,Kano,Nigeria,Kano,
49857,DEBIT,12/28/2016 18:46,COMPLETE,3283,Annaba,Argelia,Annaba,
41786,DEBIT,9/1/2016 23:08,COMPLETE,397,Casablanca,Marruecos,Gran Casablanca,
48042,DEBIT,12/2/2016 6:54,ON_HOLD,4104,Cotonou,Benín,Littoral,
44301,DEBIT,10/8/2016 16:15,ON_HOLD,12214,Jartum,Sudán,Jartum,
41591,DEBIT,8/30/2016 2:49,ON_HOLD,10699,Dar es Salaam,Tanzania,Dar es Salaam,
44981,DEBIT,10/18/2016 14:29,ON_HOLD,2091,Cairo,Egipto,El Cairo,
41545,DEBIT,8/29/2016 10:42,ON_HOLD,10474,Cape Town,SudAfrica,Cabo Occidental,
49910,DEBIT,12/29/2016 13:20,ON_HOLD,7504,Cape Town,SudAfrica,Cabo Occidental,
19590,DEBIT,10/13/2015 22:53,COMPLETE,7518,Montpellier,Francia,Languedoc-Rosellón-Mediodía-Pirineos,
43650,DEBIT,9/29/2016 4:11,COMPLETE,1738,Khmelnytskyi,Ucrania,Khmelnytskyi,
15202,DEBIT,8/10/2015 21:35,COMPLETE,1622,Vannes,Francia,Bretaña,
15462,DEBIT,8/14/2015 16:40,COMPLETE,1325,Fuenlabrada,España,Madrid,
15155,DEBIT,8/10/2015 5:07,COMPLETE,5505,Villemomble,Francia,Isla de Francia,
64451,DEBIT,7/29/2017 19:42,COMPLETE,4210,Montpellier,Francia,Languedoc-Rosellón-Mediodía-Pirineos,
67028,DEBIT,9/5/2017 10:32,COMPLETE,11229,Gien,Francia,Centro-Valle de Loira,
62336,DEBIT,6/28/2017 22:43,COMPLETE,9385,Neuilly-sur-Seine,Francia,Isla de Francia,
11334,DEBIT,6/15/2015 10:27,COMPLETE,900,Viersen,Alemania,Renania del Norte-Westfalia,
62885,DEBIT,7/6/2017 23:03,COMPLETE,6217,Verona,Italia,Véneto,
66998,DEBIT,9/5/2017 0:02,COMPLETE,9466,Fano,Italia,Marche,
47002,DEBIT,11/17/2016 2:32,COMPLETE,4596,Gdynia,Polonia,Pomerania,
63445,DEBIT,7/15/2017 3:15,COMPLETE,5206,Talavera de la Reina,España,Castilla-La Mancha,
67566,DEBIT,9/13/2017 7:01,COMPLETE,2823,Montreuil,Francia,Isla de Francia,
18884,DEBIT,10/3/2015 15:33,COMPLETE,10408,Marseille,Francia,Provenza-Alpes-Costa Azul,
18845,DEBIT,10/3/2015 1:53,COMPLETE,11011,Lisbon,Portugal,Lisboa,
66854,DEBIT,9/2/2017 21:35,COMPLETE,40,Wolverhampton,Reino Unido,Inglaterra,
46955,DEBIT,11/16/2016 10:04,COMPLETE,11636,Satu Mare,Rumania,Satu Mare,
55002,TRANSFER,3/13/2017 21:18,PROCESSING,7454,Guadalajara,México,Jalisco,
60445,TRANSFER,6/1/2017 8:13,PROCESSING,5138,Cúcuta,Colombia,Norte de Santander,
53586,TRANSFER,2/21/2017 5:12,PROCESSING,8696,Zacatecas,México,Zacatecas,
56618,TRANSFER,4/6/2017 11:27,PROCESSING,2329,Chihuahua,México,Chihuahua,
51865,TRANSFER,1/27/2017 2:16,PROCESSING,12431,Brasília,Brasil,Distrito Federal,
2937,TRANSFER,2/12/2015 20:36,PROCESSING,10860,Santarém,Brasil,Pará,
54446,TRANSFER,3/5/2017 18:30,PROCESSING,12094,Joinville,Brasil,Santa Catarina,
58623,TRANSFER,5/5/2017 17:53,PROCESSING,5088,Monterrey,México,Nuevo León,
7411,TRANSFER,4/19/2015 4:03,PROCESSING,2200,Pitalito,Colombia,Huila,
5348,TRANSFER,3/20/2015 1:17,PROCESSING,10966,Puebla,México,Puebla,
59742,TRANSFER,5/22/2017 1:56,PROCESSING,3997,Santo Domingo,República Dominicana,Santo Domingo,
59498,TRANSFER,5/18/2017 12:26,PROCESSING,8746,Querétaro,México,Querétaro,
3459,TRANSFER,2/20/2015 11:29,PROCESSING,3687,Chaguanas,Trinidad y Tobago,Chaguanas,
8470,TRANSFER,5/4/2015 15:04,PROCESSING,9162,Chimaltenango,Guatemala,Chimaltenango,
53455,TRANSFER,2/19/2017 7:19,PROCESSING,8993,Belo Horizonte,Brasil,Minas Gerais,
2014,TRANSFER,1/30/2015 9:14,PROCESSING,5875,Tlaquepaque,México,Jalisco,
55899,TRANSFER,3/26/2017 23:33,PROCESSING,2502,San Miguelito,Panamá,Panamá,
52582,TRANSFER,2/6/2017 13:27,PROCESSING,9563,Hermosillo,México,Sonora,
56222,TRANSFER,3/31/2017 16:43,PROCESSING,7259,Coacalco,México,México,
57829,TRANSFER,4/24/2017 3:43,PROCESSING,3131,Balneário Camboriú,Brasil,Santa Catarina,
56217,TRANSFER,3/31/2017 14:58,PROCESSING,4140,Tegucigalpa,Honduras,Francisco Morazán,
5893,TRANSFER,3/28/2015 0:13,PROCESSING,4539,Petapa,Guatemala,Guatemala,
5528,TRANSFER,3/22/2015 16:21,PROCESSING,6071,La Ceiba,Honduras,Atlántida,
367,TRANSFER,1/6/2015 8:13,PROCESSING,8730,Maturín,Venezuela,Monagas,
52353,TRANSFER,2/3/2017 5:14,PROCESSING,9634,Parintins,Brasil,Amazonas,
1784,TRANSFER,1/27/2015 0:39,PROCESSING,8010,São Paulo,Brasil,São Paulo,
60317,TRANSFER,5/30/2017 11:22,PROCESSING,3484,Santiago de Cuba,Cuba,Santiago de Cuba,
6776,TRANSFER,4/9/2015 21:35,PROCESSING,7307,Puebla,México,Puebla,
4487,TRANSFER,3/7/2015 11:38,PROCESSING,1975,Mixco,Guatemala,Guatemala,
9681,TRANSFER,5/22/2015 7:20,PROCESSING,629,Huehuetenango,Guatemala,Huehuetenango,
60868,TRANSFER,6/7/2017 12:25,PROCESSING,11753,Chinautla,Guatemala,Guatemala,
53231,TRANSFER,2/16/2017 0:50,PROCESSING,5375,Apopa,El Salvador,San Salvador,
52601,TRANSFER,2/6/2017 20:07,PROCESSING,1695,Sorocaba,Brasil,São Paulo,
4660,TRANSFER,3/10/2015 0:15,PROCESSING,9884,San Justo,Argentina,Santa Fe,
3539,TRANSFER,2/21/2015 15:31,PROCESSING,8498,Colombo,Brasil,Paraná,
53231,TRANSFER,2/16/2017 0:50,PROCESSING,5375,Apopa,El Salvador,San Salvador,
54488,TRANSFER,3/6/2017 9:13,PROCESSING,7534,Itu,Brasil,São Paulo,
6776,TRANSFER,4/9/2015 21:35,PROCESSING,7307,Puebla,México,Puebla,
52549,TRANSFER,2/6/2017 1:54,PROCESSING,123,Cuernavaca,México,Morelos,
60361,TRANSFER,5/31/2017 2:47,PROCESSING,8498,Villa Nueva,Guatemala,Guatemala,
8470,TRANSFER,5/4/2015 15:04,PROCESSING,9162,Chimaltenango,Guatemala,Chimaltenango,
5712,TRANSFER,3/25/2015 8:49,PROCESSING,8925,Águas Lindas de Goiás,Brasil,Goiás,
9309,TRANSFER,5/16/2015 21:00,PROCESSING,5981,Vespasiano,Brasil,Minas Gerais,
8095,TRANSFER,4/29/2015 3:41,PROCESSING,7347,Bogotá,Colombia,Bogotá,
75892,TRANSFER,1/12/2018 19:59,PROCESSING,19445,Bhilai,India,Chhattisgarh,
75891,DEBIT,1/12/2018 19:38,COMPLETE,19444,Qingdao,China,Shandong,
75890,DEBIT,1/12/2018 19:17,COMPLETE,19443,Qingdao,China,Shandong,
75889,DEBIT,1/12/2018 18:56,COMPLETE,19442,Herat,Afganistán,Herat,
75888,PAYMENT,1/12/2018 18:35,PENDING_PAYMENT,19441,Herat,Afganistán,Herat,
75887,DEBIT,1/12/2018 18:14,COMPLETE,19440,Herat,Afganistán,Herat,
75886,TRANSFER,1/12/2018 17:53,CANCELED,19439,Sydney,Australia,Nueva Gales del Sur,
75885,PAYMENT,1/12/2018 17:32,PENDING_PAYMENT,19438,Bandung,Indonesia,Java Occidental,
75884,TRANSFER,1/12/2018 17:11,PENDING,19437,Newcastle,Australia,Nueva Gales del Sur,
75883,DEBIT,1/12/2018 16:50,COMPLETE,19436,Tongchuan,China,Shaanxi,
75882,TRANSFER,1/12/2018 16:29,PENDING,19435,Tongchuan,China,Shaanxi,
75881,DEBIT,1/12/2018 16:08,COMPLETE,19434,Tongchuan,China,Shaanxi,
75880,DEBIT,1/12/2018 15:47,COMPLETE,19433,Tongchuan,China,Shaanxi,
75879,TRANSFER,1/12/2018 15:26,PROCESSING,19432,Ujjain,India,Madhya Pradesh,
75878,DEBIT,1/12/2018 15:05,COMPLETE,19431,Ujjain,India,Madhya Pradesh,
75877,TRANSFER,1/12/2018 14:44,PROCESSING,19430,Balikpapan,Indonesia,Kalimantan Oriental,
75876,TRANSFER,1/12/2018 14:23,PENDING,19429,Balikpapan,Indonesia,Kalimantan Oriental,
75875,PAYMENT,1/12/2018 14:02,PENDING_PAYMENT,19428,Balikpapan,Indonesia,Kalimantan Oriental,
75874,PAYMENT,1/12/2018 13:41,PENDING_PAYMENT,19427,Balikpapan,Indonesia,Kalimantan Oriental,
75873,TRANSFER,1/12/2018 13:20,PROCESSING,19426,Pune,India,Maharashtra,
75872,TRANSFER,1/12/2018 12:59,PENDING,19425,Pune,India,Maharashtra,
75871,DEBIT,1/12/2018 12:38,COMPLETE,19424,Pune,India,Maharashtra,
75870,DEBIT,1/12/2018 12:17,COMPLETE,19423,Pune,India,Maharashtra,
75869,DEBIT,1/12/2018 11:56,COMPLETE,19422,Pune,India,Maharashtra,
75868,TRANSFER,1/12/2018 11:35,PROCESSING,19421,Weifang,China,Shandong,
75867,TRANSFER,1/12/2018 11:14,PENDING,19420,Yogyakarta,Indonesia,Yogyakarta,
75866,PAYMENT,1/12/2018 10:53,PENDING_PAYMENT,19419,Yogyakarta,Indonesia,Yogyakarta,
75865,CASH,1/12/2018 10:32,CLOSED,19418,Toowoomba,Australia,Queensland,
75864,TRANSFER,1/12/2018 10:11,PENDING,19417,Toowoomba,Australia,Queensland,
75863,PAYMENT,1/12/2018 9:50,PENDING_PAYMENT,19416,Toowoomba,Australia,Queensland,
75862,TRANSFER,1/12/2018 9:29,PENDING,19415,Rockhampton,Australia,Queensland,
75861,DEBIT,1/12/2018 9:08,COMPLETE,19414,Rockhampton,Australia,Queensland,
75860,DEBIT,1/12/2018 8:47,COMPLETE,19413,Rockhampton,Australia,Queensland,
75859,TRANSFER,1/12/2018 8:26,SUSPECTED_FRAUD,19412,Siping,China,Jilin,
75858,DEBIT,1/12/2018 8:05,COMPLETE,19411,Perth,Australia,Australia Occidental,
75857,DEBIT,1/12/2018 7:44,COMPLETE,19410,Perth,Australia,Australia Occidental,
75856,DEBIT,1/12/2018 7:23,ON_HOLD,19409,Shanghái,China,Shanghái,
75855,PAYMENT,1/12/2018 7:02,PENDING_PAYMENT,19408,Depok,Indonesia,Yogyakarta,
75854,DEBIT,1/12/2018 6:41,COMPLETE,19407,Depok,Indonesia,Yogyakarta,
75853,PAYMENT,1/12/2018 6:20,PENDING_PAYMENT,19406,Kawasaki,Japón,Kanagawa,
75852,DEBIT,1/12/2018 5:59,COMPLETE,19405,Lahore,Pakistán,Punyab,
75851,TRANSFER,1/12/2018 5:38,PENDING,19404,Shanghái,China,Shanghái,
75850,DEBIT,1/12/2018 5:16,COMPLETE,19403,Bangalore,India,Karnataka,
75849,PAYMENT,1/12/2018 4:55,PENDING_PAYMENT,19402,Bangalore,India,Karnataka,
75848,PAYMENT,1/12/2018 4:34,PENDING_PAYMENT,19401,Bangalore,India,Karnataka,
75847,TRANSFER,1/12/2018 4:13,SUSPECTED_FRAUD,19400,Bangalore,India,Karnataka,
75846,TRANSFER,1/12/2018 3:52,PROCESSING,19399,Bangalore,India,Karnataka,
75845,PAYMENT,1/12/2018 3:31,PENDING_PAYMENT,19398,Malang,Indonesia,Java Oriental,
75844,TRANSFER,1/12/2018 3:10,PENDING,19397,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh,
75843,PAYMENT,1/12/2018 2:49,PENDING_PAYMENT,19396,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh,
75842,TRANSFER,1/12/2018 2:28,PROCESSING,19395,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh,
75841,DEBIT,1/12/2018 2:07,COMPLETE,19394,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh,
75840,CASH,1/12/2018 1:46,CLOSED,19393,Shenyang,China,Liaoning,
75839,TRANSFER,1/12/2018 1:25,PROCESSING,19392,Shenyang,China,Liaoning,
75838,PAYMENT,1/12/2018 1:04,PENDING_PAYMENT,19391,Daegu,Corea del Sur,Daegu,
75837,CASH,1/12/2018 0:43,CLOSED,19390,Manila,Filipinas,Capital Nacional,
75836,CASH,1/12/2018 0:22,CLOSED,19389,Manila,Filipinas,Capital Nacional,
75835,DEBIT,1/12/2018 0:01,COMPLETE,19388,Rajkot,India,Guyarat,
75834,PAYMENT,1/11/2018 23:40,PENDING_PAYMENT,19387,Rajkot,India,Guyarat,
75833,DEBIT,1/11/2018 23:19,COMPLETE,19386,Rajkot,India,Guyarat,
75832,CASH,1/11/2018 22:58,CLOSED,19385,Rajkot,India,Guyarat,
75831,PAYMENT,1/11/2018 22:37,PENDING_PAYMENT,19384,Gorakhpur,India,Haryana,
75830,PAYMENT,1/11/2018 22:16,PENDING_PAYMENT,19383,Surabaya,Indonesia,Java Oriental,
75829,PAYMENT,1/11/2018 21:55,PENDING_PAYMENT,19382,Surabaya,Indonesia,Java Oriental,
75828,DEBIT,1/11/2018 21:34,ON_HOLD,19381,Surabaya,Indonesia,Java Oriental,
75827,DEBIT,1/11/2018 21:13,COMPLETE,19380,Brisbane,Australia,Queensland,
75826,CASH,1/11/2018 20:52,CLOSED,19379,Bangkok,Tailandia,Bangkok,
75825,DEBIT,1/11/2018 20:31,COMPLETE,19378,Bangkok,Tailandia,Bangkok,
75824,CASH,1/11/2018 20:10,CLOSED,19377,Daca,Bangladés,Daca,
75823,TRANSFER,1/11/2018 19:49,PENDING,19376,Daca,Bangladés,Daca,
75822,DEBIT,1/11/2018 19:28,COMPLETE,19375,Nagpur,India,Maharashtra,
75821,DEBIT,1/11/2018 19:07,COMPLETE,19374,Nagpur,India,Maharashtra,
75820,DEBIT,1/11/2018 18:46,COMPLETE,19373,Bangkok,Tailandia,Bangkok,
75819,DEBIT,1/11/2018 18:25,COMPLETE,19372,Nakhon Ratchasima,Tailandia,Nakhon Ratchasima,
75818,TRANSFER,1/11/2018 18:04,PROCESSING,19371,Sydney,Australia,Nueva Gales del Sur,
75817,CASH,1/11/2018 17:43,CLOSED,19370,Sydney,Australia,Nueva Gales del Sur,
75816,TRANSFER,1/11/2018 17:22,PROCESSING,19369,Kota Kinabalu,Malasia,Sabah,
75815,DEBIT,1/11/2018 17:01,COMPLETE,19368,Jiutai,China,Jilin,
75814,PAYMENT,1/11/2018 16:40,PENDING_PAYMENT,19367,Jiutai,China,Jilin,
75813,PAYMENT,1/11/2018 16:19,PAYMENT_REVIEW,19366,Singapur,Singapur,Singapur,
75812,PAYMENT,1/11/2018 15:58,PENDING_PAYMENT,19365,Brisbane,Australia,Queensland,
75811,PAYMENT,1/11/2018 15:37,PENDING_PAYMENT,19364,Shantou,China,Guangdong,
75810,DEBIT,1/11/2018 15:16,ON_HOLD,19363,Shantou,China,Guangdong,
75809,DEBIT,1/11/2018 14:55,ON_HOLD,19362,Shantou,China,Guangdong,
75808,DEBIT,1/11/2018 14:34,COMPLETE,19361,Shantou,China,Guangdong,
75807,PAYMENT,1/11/2018 14:13,PENDING_PAYMENT,19360,Shantou,China,Guangdong,
75806,DEBIT,1/11/2018 13:52,COMPLETE,19359,Shantou,China,Guangdong,
75805,DEBIT,1/11/2018 13:31,COMPLETE,19358,Cairns,Australia,Queensland,
75804,DEBIT,1/11/2018 13:10,COMPLETE,19357,Cairns,Australia,Queensland,
75803,CASH,1/11/2018 12:49,CLOSED,19356,Brisbane,Australia,Queensland,
75802,TRANSFER,1/11/2018 12:28,SUSPECTED_FRAUD,19355,Brisbane,Australia,Queensland,
75801,DEBIT,1/11/2018 12:06,COMPLETE,19354,Jaipur,India,Rajastán,
75800,DEBIT,1/11/2018 11:45,COMPLETE,19353,Jaipur,India,Rajastán,
75799,DEBIT,1/11/2018 11:24,COMPLETE,19352,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh,
75798,TRANSFER,1/11/2018 11:03,PROCESSING,19351,Raipur,India,Chhattisgarh,
75797,TRANSFER,1/11/2018 10:42,PENDING,19350,Loudi,China,Hunan,
5895,PAYMENT,3/28/2015 0:55,PENDING_PAYMENT,8707,Petapa,Guatemala,Guatemala,
3130,PAYMENT,2/15/2015 16:13,PENDING_PAYMENT,12069,Tipitapa,Nicaragua,Managua,
49521,PAYMENT,12/23/2016 21:03,PAYMENT_REVIEW,9597,Tabuk,Arabia Saudí,Tabuk,
30305,PAYMENT,3/18/2016 8:50,PAYMENT_REVIEW,9702,Manukau City,Nueva Zelanda,Auckland,
50054,PAYMENT,12/31/2016 15:47,PENDING_PAYMENT,1362,Estambul,Turquía,Estambul,
27772,PAYMENT,2/10/2016 9:25,PENDING_PAYMENT,9467,Yakarta,Indonesia,Yakarta,
47752,PAYMENT,11/28/2016 1:18,PENDING_PAYMENT,9114,Ulan Bator,Mongolia,Ulán Bator,
31296,PAYMENT,4/1/2016 20:01,PENDING_PAYMENT,2546,Tangerang,Indonesia,Java Occidental,
22076,PAYMENT,11/19/2015 5:51,PENDING_PAYMENT,2240,Shenzhen,China,Guangdong,
25665,PAYMENT,1/10/2016 15:14,PENDING_PAYMENT,11650,Brisbane,Australia,Queensland,
31296,PAYMENT,4/1/2016 20:01,PENDING_PAYMENT,2546,Tangerang,Indonesia,Java Occidental,
22819,PAYMENT,11/30/2015 2:09,PENDING_PAYMENT,10368,Sydney,Australia,Nueva Gales del Sur,
27099,PAYMENT,1/31/2016 13:38,PENDING_PAYMENT,6489,Newcastle,Australia,Nueva Gales del Sur,
28292,PAYMENT,2/17/2016 23:35,PENDING_PAYMENT,10533,Aurangabad,India,Bihar,
39159,PAYMENT,7/25/2016 14:47,PAYMENT_REVIEW,11292,Seattle,Estados Unidos,Washington,98103.0
32090,PAYMENT,4/13/2016 10:12,PENDING_PAYMENT,7864,San Francisco,Estados Unidos,California,94110.0
34631,PAYMENT,5/20/2016 12:25,PENDING_PAYMENT,47,Oakland,Estados Unidos,California,94601.0
37669,PAYMENT,7/3/2016 20:46,PENDING_PAYMENT,6405,New York City,Estados Unidos,Nueva York,10009.0
37669,PAYMENT,7/3/2016 20:46,PENDING_PAYMENT,6405,New York City,Estados Unidos,Nueva York,10009.0
34773,PAYMENT,5/22/2016 14:10,PENDING_PAYMENT,11169,Overland Park,Estados Unidos,Kansas,66212.0
40085,PAYMENT,8/8/2016 3:12,PENDING_PAYMENT,2426,Monroe,Estados Unidos,Carolina del Norte,28110.0
47262,PAYMENT,11/20/2016 21:38,PAYMENT_REVIEW,8133,Potchefstroom,SudAfrica,Noroeste,
44771,PAYMENT,10/15/2016 12:55,PENDING_PAYMENT,1429,Cape Town,SudAfrica,Cabo Occidental,
13890,PAYMENT,7/22/2015 17:56,PENDING_PAYMENT,9120,Wiesbaden,Alemania,Hesse,
17071,PAYMENT,9/7/2015 4:22,PENDING_PAYMENT,12221,Montpellier,Francia,Languedoc-Rosellón-Mediodía-Pirineos,
11321,PAYMENT,6/15/2015 5:54,PENDING_PAYMENT,9415,Munich,Alemania,Bavaria,
64813,PAYMENT,8/4/2017 2:31,PENDING_PAYMENT,10018,Portsmouth,Reino Unido,Inglaterra,
17162,PAYMENT,9/8/2015 12:15,PENDING_PAYMENT,54,Eastbourne,Reino Unido,Inglaterra,
12827,PAYMENT,7/7/2015 5:31,PENDING_PAYMENT,542,Dortmund,Alemania,Renania del Norte-Westfalia,
11936,PAYMENT,6/24/2015 5:21,PENDING_PAYMENT,724,Bobigny,Francia,Isla de Francia,
68337,PAYMENT,9/24/2017 13:08,PENDING_PAYMENT,8897,Lille,Francia,Norte-Paso de Calais-Picardía,
45746,PAYMENT,10/29/2016 18:30,PENDING_PAYMENT,7112,Giurgiu,Rumania,Giurgiu,
64813,PAYMENT,8/4/2017 2:31,PENDING_PAYMENT,10018,Portsmouth,Reino Unido,Inglaterra,
13736,PAYMENT,7/20/2015 11:58,PENDING_PAYMENT,1086,Tamworth,Reino Unido,Inglaterra,
49622,PAYMENT,12/25/2016 8:26,PENDING_PAYMENT,7112,Lviv,Ucrania,Lviv,
19444,PAYMENT,10/11/2015 19:44,PENDING_PAYMENT,2916,London,Reino Unido,Inglaterra,
63936,PAYMENT,7/22/2017 7:16,PENDING_PAYMENT,11329,Drancy,Francia,Isla de Francia,
49622,PAYMENT,12/25/2016 8:26,PENDING_PAYMENT,7112,Lviv,Ucrania,Lviv,
51911,PAYMENT,1/27/2017 18:23,PENDING_PAYMENT,11339,Villa Nueva,Guatemala,Guatemala,
58239,PAYMENT,4/30/2017 3:21,PENDING_PAYMENT,10166,Santo Domingo,República Dominicana,Santo Domingo,
56678,PAYMENT,4/7/2017 8:28,PENDING_PAYMENT,3091,Hidalgo,México,Michoacán,
53202,PAYMENT,2/15/2017 14:40,PENDING_PAYMENT,5007,Irapuato,México,Guanajuato,
58738,PAYMENT,5/7/2017 10:11,PENDING_PAYMENT,1070,Ixtapaluca,México,México,
56260,PAYMENT,4/1/2017 6:02,PENDING_PAYMENT,6871,Zapopan,México,Jalisco,
5042,PAYMENT,3/15/2015 14:05,PENDING_PAYMENT,2339,São Paulo,Brasil,São Paulo,
53202,PAYMENT,2/15/2017 14:40,PENDING_PAYMENT,5007,Irapuato,México,Guanajuato,
55511,PAYMENT,3/21/2017 7:37,PENDING_PAYMENT,4232,Tegucigalpa,Honduras,Francisco Morazán,
54128,PAYMENT,3/1/2017 3:05,PENDING_PAYMENT,8986,Mauá,Brasil,São Paulo,
21244,PAYMENT,11/7/2015 2:22,PAYMENT_REVIEW,6491,Mudanjiang,China,Heilongjiang,
47752,PAYMENT,11/28/2016 1:18,PENDING_PAYMENT,9114,Ulan Bator,Mongolia,Ulán Bator,
31239,PAYMENT,4/1/2016 0:03,PENDING_PAYMENT,5564,Manukau City,Nueva Zelanda,Auckland,
45772,PAYMENT,10/30/2016 3:37,PENDING_PAYMENT,7955,Qom,Irán,Qom,
24661,PAYMENT,12/26/2015 23:29,PENDING_PAYMENT,5728,Melbourne,Australia,Victoria,
50054,PAYMENT,12/31/2016 15:47,PENDING_PAYMENT,1362,Estambul,Turquía,Estambul,
22924,PAYMENT,12/1/2015 14:56,PENDING_PAYMENT,9704,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh,
21902,PAYMENT,11/16/2015 16:53,PENDING_PAYMENT,8485,Rangún,Myanmar (Birmania),Rangún,
21534,PAYMENT,11/11/2015 7:58,PENDING_PAYMENT,11216,Tokio,Japón,Tokio,
45461,PAYMENT,10/25/2016 14:39,PENDING_PAYMENT,4741,Bursa,Turquía,Bursa,
24160,PAYMENT,12/19/2015 15:58,PENDING_PAYMENT,12160,Perth,Australia,Australia Occidental,
39159,PAYMENT,7/25/2016 14:47,PAYMENT_REVIEW,11292,Seattle,Estados Unidos,Washington,98103.0
32102,PAYMENT,4/13/2016 14:24,PENDING_PAYMENT,6352,Denver,Estados Unidos,Colorado,80219.0
37763,PAYMENT,7/5/2016 5:42,PENDING_PAYMENT,5870,Los Angeles,Estados Unidos,California,90008.0
37867,PAYMENT,7/6/2016 18:08,PENDING_PAYMENT,11776,Houston,Estados Unidos,Texas,77095.0
31905,PAYMENT,4/10/2016 17:23,PENDING_PAYMENT,7060,Philadelphia,Estados Unidos,Pensilvania,19134.0
36269,PAYMENT,6/13/2016 10:17,PENDING_PAYMENT,3466,Jacksonville,Estados Unidos,Florida,32216.0
37867,PAYMENT,7/6/2016 18:08,PENDING_PAYMENT,11776,Houston,Estados Unidos,Texas,77095.0
40085,PAYMENT,8/8/2016 3:12,PENDING_PAYMENT,2426,Monroe,Estados Unidos,Carolina del Norte,28110.0
40085,PAYMENT,8/8/2016 3:12,PENDING_PAYMENT,2426,Monroe,Estados Unidos,Carolina del Norte,28110.0
48374,PAYMENT,12/7/2016 3:12,PENDING_PAYMENT,1834,Kinshasa,República Democrática del Congo,Kinshasa,
48434,PAYMENT,12/8/2016 0:14,PENDING_PAYMENT,9451,Casablanca,Marruecos,Gran Casablanca,
17719,PAYMENT,9/16/2015 15:24,PENDING_PAYMENT,2439,Messina,Italia,Sicilia,
15766,PAYMENT,8/19/2015 3:10,PENDING_PAYMENT,6416,Brindisi,Italia,Apulia,
12179,PAYMENT,6/27/2015 18:29,PENDING_PAYMENT,6310,Hamburgo,Alemania,Hamburgo,
66275,PAYMENT,8/25/2017 10:44,PENDING_PAYMENT,9029,The Hague,Países Bajos,Holanda Meridional,
13140,PAYMENT,7/11/2015 19:10,PENDING_PAYMENT,295,Viena,Austria,Viena,
16444,PAYMENT,8/29/2015 0:42,PENDING_PAYMENT,9011,Duisburg,Alemania,Renania del Norte-Westfalia,
15766,PAYMENT,8/19/2015 3:10,PENDING_PAYMENT,6416,Brindisi,Italia,Apulia,
65030,PAYMENT,8/7/2017 6:33,PENDING_PAYMENT,3570,Nantes,Francia,Países del Loira,
14454,PAYMENT,7/30/2015 23:31,PENDING_PAYMENT,1577,Halifax,Reino Unido,Inglaterra,
13736,PAYMENT,7/20/2015 11:58,PENDING_PAYMENT,1086,Tamworth,Reino Unido,Inglaterra,
67979,PAYMENT,9/19/2017 7:43,PENDING_PAYMENT,1568,La Rochelle,Francia,Aquitania-Lemosín-Poitou-Charentes,
65030,PAYMENT,8/7/2017 6:33,PENDING_PAYMENT,3570,Nantes,Francia,Países del Loira,
66275,PAYMENT,8/25/2017 10:44,PENDING_PAYMENT,9029,The Hague,Países Bajos,Holanda Meridional,
65264,PAYMENT,8/10/2017 16:32,PENDING_PAYMENT,9047,Ratingen,Alemania,Renania del Norte-Westfalia,
11936,PAYMENT,6/24/2015 5:21,PENDING_PAYMENT,724,Bobigny,Francia,Isla de Francia,
